"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test case test the  Nitrosamine SAL from list of production when global recovery percentage is selected and sal unit is mg & default surface area is sqm","15294","Test Nitrosamine SAL","tests.scenarios.nitrosamine_limits","Tue Dec 17 18:03:58 IST 2024","passed","Tue Dec 17 18:04:13 IST 2024","TestNitrosamineLimit","test_nitrosamine_limits","",""
"This test case test API to Validate the audit logs details for update product details from master data","444","Validate the audit logs details for update product details from master data","tests.scenarios.audit_logs","Tue Dec 17 18:06:40 IST 2024","passed","Tue Dec 17 18:06:41 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case tests SAL when LD50 Criteria in Policy is selected for each Equipment mapped to Production in API Facility","0","Test SAL of Production for LD50 Criteria in API Facility","tests.scenarios","Tue Dec 17 15:40:28 IST 2024","skipped","Tue Dec 17 15:40:28 IST 2024","TestLimitOnProduction","test_limit_productions","",""
"This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in ppmand Upper cap setting for sample limit is On","0","Test the swab & rinse sample limit of equipment map to production","tests.scenarios","Tue Dec 17 15:34:02 IST 2024","skipped","Tue Dec 17 15:34:02 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
"This test case tests API to create an inspection on equipment and validate the Endotoxin residue verification Endotoxin samples for surface area sqm and volume as ml","16472","Create Inspection on Equipment & Validate the Endotoxin Residue Verification Endotoxin Samplesfor surface area sqm and volume as ml","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:36:03 IST 2024","passed","Tue Dec 17 16:36:19 IST 2024","TestInspectionMultiProductionProtocolSqmMl","test_multi_production_protocol_inspection_sqm_ml","",""
"This test case test API to validate the master data snapshot report for production and equipment mapping with excel file data","0","Validate master data snapshot report for production and equipment mapping","tests.scenarios.audit_portal","Tue Dec 17 15:31:46 IST 2024","skipped","Tue Dec 17 15:31:46 IST 2024","TestApiAuditPortalLimits","test_audit_portal_api_facility","",""
"This test case test API to validate the master data snapshot report for nitrosamine with excel file data","0","Validate master data snapshot report for nitrosamine","tests.scenarios.audit_portal","Tue Dec 17 15:31:46 IST 2024","skipped","Tue Dec 17 15:31:46 IST 2024","TestApiAuditPortalLimits","test_audit_portal_api_facility","",""
"This method is used to get all details of configure run form fields","26","Get all details of configure run form fields","tests.unit.configure_run_form_field","Tue Dec 17 18:05:55 IST 2024","passed","Tue Dec 17 18:05:55 IST 2024","TestConfigureRunFormFields","test_configure_run_form_fields","",""
"This test case tests API to select Lowest SAL on equipment for intermediate residue verification","0","Select Lowest SAL on equipment for intermediate residue verification","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:33:10 IST 2024","skipped","Tue Dec 17 17:33:10 IST 2024","TestMultiProductionProtocolIntermediate","test_multi_production_protocol_intermediate","",""
"This test case test API to download the newly generated cleaning agent limit report","84","Download cleaning agent limit report","tests.unit.audit_portal","Tue Dec 17 18:05:44 IST 2024","passed","Tue Dec 17 18:05:44 IST 2024","TestAuditPortal","test_audit_portal","",""
"This test case API to get all details of users available on CLEEN","227","Get All Users Details","tests.unit.user_management","Tue Dec 17 18:06:15 IST 2024","passed","Tue Dec 17 18:06:15 IST 2024","TestUserManagement","test_user_management","",""
"This test case tests API to create an inspection on equipment and validate the Bioburden residue verification bioburden samples","31882","Create Inspection on Equipment & Validate the Bioburden Residue Verification Endotoxin Samples","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:07:30 IST 2024","passed","Tue Dec 17 16:08:02 IST 2024","TestInspectionMultiProductionProtocol","test_multi_production_protocol_inspection","",""
"This test case test API to Validate the audit logs details for archive cleaning procedure to master data","343","Validate the audit logs details for archive cleaning procedure from master data","tests.scenarios.audit_logs","Tue Dec 17 18:06:52 IST 2024","passed","Tue Dec 17 18:06:52 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case tests API to unselect active, cleaning-agent, nitrosamineverification & move to next page in intermediate multi-production protocol","0","Unselect specific verification & move to next page in intermediate multi-production protocol","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:33:10 IST 2024","skipped","Tue Dec 17 17:33:10 IST 2024","TestMultiProductionProtocolIntermediate","test_multi_production_protocol_intermediate","",""
"This test case test API to Validate the audit logs details for archive product from master data","400","Validate the audit logs details for archive product from master data","tests.scenarios.audit_logs","Tue Dec 17 18:06:41 IST 2024","passed","Tue Dec 17 18:06:41 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case test API to Validate the audit logs details for add new product to master data","335","Validate the audit logs details for add new product to master data","tests.scenarios.audit_logs","Tue Dec 17 18:06:40 IST 2024","passed","Tue Dec 17 18:06:40 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case tests Production wise SAL when Global Recovery Factor is True All Criteria in Policy is selected for each Production mapped to Equipment","7090","Test ProductWise Global Recovery Factor SAL of Productions on Equipments","tests.scenarios","Tue Dec 17 15:38:11 IST 2024","passed","Tue Dec 17 15:38:18 IST 2024","TestLimitsOnEquipments","test_limit_equipments","",""
"This method is use to test API to unarchive the equipment group","47","Unarchive the Equipment Group","tests.unit.production","Tue Dec 17 18:06:08 IST 2024","passed","Tue Dec 17 18:06:08 IST 2024","TestEquipmentGroup","test_equipment_group","",""
"This test case tests API to Create Protocol and validate intermediate residue verification SALwhen surface area unit is sqcm and SAL mass unit is mg","0","Create Protocol and validate intermediate residue verification SAL when surface area unit is sqcm","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:33:10 IST 2024","skipped","Tue Dec 17 17:33:10 IST 2024","TestMultiProductionProtocolIntermediate","test_multi_production_protocol_intermediate","",""
"This test case test API to validate the audit logs details for change assessment","6814","Validate the audit logs details for change assessment","tests.scenarios.audit_logs","Tue Dec 17 18:14:28 IST 2024","passed","Tue Dec 17 18:14:34 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case test the cleaning agent sal from list of equipment  when upper limit for all criteria (toxicity,default ARL) criteria is selected and sal unit is mg & default surface area is sqin","13290","Test Cleaning agent SAL","tests.scenarios","Tue Dec 17 15:37:35 IST 2024","passed","Tue Dec 17 15:37:48 IST 2024","TestCleaningAgentLimit","test_cleaning_agent_limit","",""
"This test case tests API to Validate the absent on sample limits of Protocol Microbial Endotoxin residue verification when select zero in microbial policy for rinse samples for non-split on sample limit and summary page","19534","Validate the absent on sample limits of Protocol microbial Endotoxin residue verification when select zero in microbial policy for rinse samples for non-split on sample limit and summary page","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:38:10 IST 2024","passed","Tue Dec 17 17:38:30 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This method is used to get all details of cleaning agent from master data","38","Get all details of cleaning agent from master data","tests.unit.master_data","Tue Dec 17 18:05:56 IST 2024","passed","Tue Dec 17 18:05:56 IST 2024","TestCleaningAgentMasterData","test_cleaning_agent_master_data","",""
"This Test case test API to add details like equipment, API, production to offline study","222","Add Details to offline study","tests.unit.offline_study","Tue Dec 17 18:06:04 IST 2024","passed","Tue Dec 17 18:06:04 IST 2024","TestOfflineStudy","test_offline_study","",""
"This test case test API to validate the audit logs details for when update the active residuedetail of inspection","58268","Validate the audit logs details for when update the active residue detail of inspection","tests.scenarios.audit_logs","Tue Dec 17 18:12:29 IST 2024","failed","Tue Dec 17 18:13:27 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case test the swab & rinse sample limit of Nitrosamine map with production whenswab & rinse sample unit is in mg/ml","11396","Test the swab & rinse limit of Nitrosamine map to production","tests.scenarios.nitrosamine_limits","Tue Dec 17 17:59:45 IST 2024","passed","Tue Dec 17 17:59:57 IST 2024","TestNitrosamineChemicalSampleLimit","test_nitrosamine_chemical_limits","",""
"This test case tests API to get all the details of offline study","19","Get Offline Study Details","tests.unit.offline_study","Tue Dec 17 18:06:04 IST 2024","passed","Tue Dec 17 18:06:04 IST 2024","TestOfflineStudy","test_offline_study","",""
"This test case tests API to Create Protocol for Endotoxin residue verification and validate the sample limits when select based on policy for direct and indirect","17475","Validate the sample limits of Endotoxin residue verification for direct indirect bop","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:41:03 IST 2024","passed","Tue Dec 17 17:41:21 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
